player,team,conference,season,category,playerId,position_stat,CAR,LONG,TD,YDS,YPC,name_clean,position_clean,id,athleteId,recruitType,year,ranking,name,school,committedTo,position_recruit,height,weight,stars,rating,city,stateProvince,country,hometownInfo,recruit_year,eligibility_year,team_clean,committed_clean,school_match,Usage Overall,rushing_score,usage_pct,production_pct,impact_score,impact_percentile,outcome
A'Marion Peterson,USC,Pac-12,2023,rushing,4918111,RB,2,9,0,14,7.0,amarion peterson,RB,111616,4918111,HighSchool,2023.0,369.0,A'Marion Peterson,Hirschi,USC,RB,72.0,200.0,4.0,0.8967,Wichita Falls,TX,USA,"{'latitude': 33.9137085, 'longitude': -98.4933873, 'fipsCode': '48485'}",2023.0,1.0,usc,usc,1,0,18,0.5007849293563579,0.1357927786499215,0.2817896389324961,0.1357927786499215,Bust
A'Marion Peterson,USC,Big Ten,2024,rushing,4918111,RB,16,14,1,65,4.1,amarion peterson,RB,111616,4918111,HighSchool,2023.0,369.0,A'Marion Peterson,Hirschi,USC,RB,72.0,200.0,4.0,0.8967,Wichita Falls,TX,USA,"{'latitude': 33.9137085, 'longitude': -98.4933873, 'fipsCode': '48485'}",2023.0,2.0,usc,usc,1,0,117,0.5006544502617801,0.31544502617801046,0.38952879581151834,0.31544502617801046,Depth / Rotation
A'Marion Peterson,UTSA,American Athletic,2025,rushing,4918111,RB,49,14,3,177,3.6,amarion peterson,RB,111616,4918111,HighSchool,2023.0,369.0,A'Marion Peterson,Hirschi,USC,RB,72.0,200.0,4.0,0.8967,Wichita Falls,TX,USA,"{'latitude': 33.9137085, 'longitude': -98.4933873, 'fipsCode': '48485'}",2023.0,3.0,utsa,usc,0,0,335,0.5007739938080495,0.47058823529411764,0.48266253869969045,0.47058823529411764,Depth / Rotation
A'Montae Spivey,Arkansas,SEC,2019,rushing,4567160,RB,7,11,0,24,3.4,amontae spivey,RB,123037,4567160,HighSchool,2019.0,770.0,A'Montae Spivey,Central Phenix City,Arkansas,RB,72.0,208.0,3.0,0.8693,Phenix City,AL,USA,"{'latitude': 32.4709761, 'longitude': -85.0007653, 'fipsCode': '01113'}",2019.0,1.0,arkansas,arkansas,1,0,38,0.5007849293563579,0.23469387755102042,0.34113029827315544,0.23469387755102042,Bust
A'Montae Spivey,Arkansas,SEC,2020,rushing,4567160,RB,4,5,0,11,2.8,amontae spivey,RB,123037,4567160,HighSchool,2019.0,770.0,A'Montae Spivey,Central Phenix City,Arkansas,RB,72.0,208.0,3.0,0.8693,Phenix City,AL,USA,"{'latitude': 32.4709761, 'longitude': -85.0007653, 'fipsCode': '01113'}",2019.0,2.0,arkansas,arkansas,1,0,19,0.5006544502617801,0.0831151832460733,0.25013089005235606,0.0831151832460733,Bust
A.J. Carter,Arizona State,Pac-12,2018,rushing,4360446,RB,4,8,0,12,3.0,aj carter,RB,126991,4360446,HighSchool,2018.0,722.0,AJ Carter,Many,Arizona State,RB,72.0,220.0,3.0,0.8647,Many,LA,USA,"{'latitude': 31.5687848, 'longitude': -93.4840645, 'fipsCode': '22085'}",2018.0,1.0,arizona state,arizona state,1,0,20,0.5007849293563579,0.14678178963893249,0.28838304552590266,0.14678178963893249,Bust
A.J. Carter,Arizona State,Pac-12,2019,rushing,4360446,RB,19,15,0,50,2.6,aj carter,RB,126991,4360446,HighSchool,2018.0,722.0,AJ Carter,Many,Arizona State,RB,72.0,220.0,3.0,0.8647,Many,LA,USA,"{'latitude': 31.5687848, 'longitude': -93.4840645, 'fipsCode': '22085'}",2018.0,2.0,arizona state,arizona state,1,0,88,0.5006544502617801,0.262434554973822,0.35772251308900527,0.262434554973822,Depth / Rotation
A.J. Gates,UAB,Conference USA,2021,rushing,4567114,RB,7,15,0,24,3.4,aj gates,RB,125944,4567114,HighSchool,2019.0,3746.0,A.J. Gates,Mountain Brook,Alabama,RB,67.0,180.0,2.0,0.76,Birmingham,AL,USA,"{'latitude': 33.5206824, 'longitude': -86.8024326, 'fipsCode': '01073'}",2019.0,3.0,uab,alabama,0,0,38,0.5007739938080495,0.15092879256965944,0.29086687306501546,0.15092879256965944,Bust
A.J. Gates,UAB,Conference USA,2022,rushing,4567114,RB,11,6,0,13,1.2,aj gates,RB,125944,4567114,HighSchool,2019.0,3746.0,A.J. Gates,Mountain Brook,Alabama,RB,67.0,180.0,2.0,0.76,Birmingham,AL,USA,"{'latitude': 33.5206824, 'longitude': -86.8024326, 'fipsCode': '01073'}",2019.0,4.0,uab,alabama,0,0,35,0.5010224948875256,0.08793456032719836,0.25316973415132926,0.08793456032719836,Bust
A.J. Gates,Alabama State,SWAC,2023,rushing,4567114,RB,14,24,0,54,3.9,aj gates,RB,125944,4567114,HighSchool,2019.0,3746.0,A.J. Gates,Mountain Brook,Alabama,RB,67.0,180.0,2.0,0.76,Birmingham,AL,USA,"{'latitude': 33.5206824, 'longitude': -86.8024326, 'fipsCode': '01073'}",2019.0,5.0,alabama state,alabama,0,0,82,0.5016233766233766,0.1525974025974026,0.2922077922077922,0.1525974025974026,Bust
A.J. Turner,Marshall,Sun Belt,2022,rushing,5082548,RB,17,17,0,100,5.9,aj turner,RB,115433,5082548,HighSchool,2022.0,2097.0,A.J. Turner,Life Christian Academy,Marshall,RB,73.0,190.0,3.0,0.817,Hampton,VA,USA,"{'latitude': 37.0520315, 'longitude': -76.2856365, 'fipsCode': '51650'}",2022.0,1.0,marshall,marshall,1,0,134,0.5007849293563579,0.5039246467817896,0.5026687598116168,0.5039246467817896,Depth / Rotation
A.J. Turner,Marshall,Sun Belt,2023,rushing,5082548,RB,6,6,0,20,3.3,aj turner,RB,115433,5082548,HighSchool,2022.0,2097.0,A.J. Turner,Life Christian Academy,Marshall,RB,73.0,190.0,3.0,0.817,Hampton,VA,USA,"{'latitude': 37.0520315, 'longitude': -76.2856365, 'fipsCode': '51650'}",2022.0,2.0,marshall,marshall,1,0,32,0.5006544502617801,0.12303664921465969,0.2740837696335079,0.12303664921465969,Bust
A.J. Turner,Marshall,Sun Belt,2024,rushing,5082548,RB,104,88,6,864,8.3,aj turner,RB,115433,5082548,HighSchool,2022.0,2097.0,A.J. Turner,Life Christian Academy,Marshall,RB,73.0,190.0,3.0,0.817,Hampton,VA,USA,"{'latitude': 37.0520315, 'longitude': -76.2856365, 'fipsCode': '51650'}",2022.0,3.0,marshall,marshall,1,0,1192,0.5007739938080495,0.8312693498452013,0.6990712074303406,0.8312693498452013,Starter
A.J. Turner,Minnesota,Big Ten,2025,rushing,5082548,RB,16,11,1,64,4.0,aj turner,RB,115433,5082548,HighSchool,2022.0,2097.0,A.J. Turner,Life Christian Academy,Marshall,RB,73.0,190.0,3.0,0.817,Hampton,VA,USA,"{'latitude': 37.0520315, 'longitude': -76.2856365, 'fipsCode': '51650'}",2022.0,4.0,minnesota,marshall,0,0,116,0.5010224948875256,0.2116564417177914,0.3274028629856851,0.2116564417177914,Bust
AJ Newberry,Vanderbilt,SEC,2023,rushing,4917981,RB,20,29,0,96,4.8,aj newberry,RB,112201,4917981,HighSchool,2023.0,958.0,AJ Newberry,South Grand Prairie,Vanderbilt,RB,72.0,200.0,3.0,0.8656,Grand Prairie,TX,USA,"{'latitude': 32.657368000000005, 'longitude': -97.02846624175038, 'fipsCode': '48113'}",2023.0,1.0,vanderbilt,vanderbilt,1,0,136,0.5007849293563579,0.5086342229199372,0.5054945054945055,0.5086342229199372,Depth / Rotation
AJ Newberry,Vanderbilt,SEC,2024,rushing,4917981,RB,41,20,3,185,4.5,aj newberry,RB,112201,4917981,HighSchool,2023.0,958.0,AJ Newberry,South Grand Prairie,Vanderbilt,RB,72.0,200.0,3.0,0.8656,Grand Prairie,TX,USA,"{'latitude': 32.657368000000005, 'longitude': -97.02846624175038, 'fipsCode': '48113'}",2023.0,2.0,vanderbilt,vanderbilt,1,0,327,0.5006544502617801,0.5405759162303665,0.5246073298429319,0.5405759162303665,Depth / Rotation
AJ Newberry,Vanderbilt,SEC,2025,rushing,4917981,RB,18,16,3,57,3.2,aj newberry,RB,112201,4917981,HighSchool,2023.0,958.0,AJ Newberry,South Grand Prairie,Vanderbilt,RB,72.0,200.0,3.0,0.8656,Grand Prairie,TX,USA,"{'latitude': 32.657368000000005, 'longitude': -97.02846624175038, 'fipsCode': '48113'}",2023.0,3.0,vanderbilt,vanderbilt,1,0,153,0.5007739938080495,0.3328173374613003,0.4,0.3328173374613003,Depth / Rotation
Aaron Dumas,New Mexico,Mountain West,2021,rushing,4589218,RB,136,63,2,658,4.8,aaron dumas,RB,117113,4589218,HighSchool,2021.0,1426.0,Aaron Dumas,El Paso Americas,New Mexico,RB,69.0,200.0,3.0,0.8415,El Paso,TX,USA,"{'latitude': 31.7754152, 'longitude': -106.4646348, 'fipsCode': '48141'}",2021.0,1.0,new mexico,new mexico,1,0,970,0.5007849293563579,0.9356357927786499,0.7616954474097332,0.9356357927786499,Impact Player
Aaron Young,Rutgers,Big Ten,2019,rushing,4574732,RB,43,17,0,153,3.6,aaron young,RB,122884,4574732,HighSchool,2019.0,611.0,Aaron Young,Coatesville,Rutgers,RB,70.0,190.0,3.0,0.877,Coatesville,PA,USA,"{'latitude': 39.9831616, 'longitude': -75.8238355, 'fipsCode': '42029'}",2019.0,1.0,rutgers,rutgers,1,0,239,0.5007849293563579,0.6467817896389325,0.5883830455259027,0.6467817896389325,Starter
Aaron Young,Rutgers,Big Ten,2020,rushing,4574732,RB,35,10,1,97,2.8,aaron young,RB,122884,4574732,HighSchool,2019.0,611.0,Aaron Young,Coatesville,Rutgers,RB,70.0,190.0,3.0,0.877,Coatesville,PA,USA,"{'latitude': 39.9831616, 'longitude': -75.8238355, 'fipsCode': '42029'}",2019.0,2.0,rutgers,rutgers,1,0,187,0.5006544502617801,0.4096858638743455,0.44607329842931936,0.4096858638743455,Depth / Rotation
Aaron Young,Rutgers,Big Ten,2021,rushing,4574732,RB,56,12,5,205,3.7,aaron young,RB,122884,4574732,HighSchool,2019.0,611.0,Aaron Young,Coatesville,Rutgers,RB,70.0,190.0,3.0,0.877,Coatesville,PA,USA,"{'latitude': 39.9831616, 'longitude': -75.8238355, 'fipsCode': '42029'}",2019.0,3.0,rutgers,rutgers,1,0,417,0.5007739938080495,0.5294117647058824,0.5179566563467493,0.5294117647058824,Depth / Rotation
Aaron Young,Rutgers,Big Ten,2022,rushing,4574732,RB,11,14,0,38,3.5,aaron young,RB,122884,4574732,HighSchool,2019.0,611.0,Aaron Young,Coatesville,Rutgers,RB,70.0,190.0,3.0,0.877,Coatesville,PA,USA,"{'latitude': 39.9831616, 'longitude': -75.8238355, 'fipsCode': '42029'}",2019.0,4.0,rutgers,rutgers,1,0,60,0.5010224948875256,0.12985685071574643,0.2783231083844581,0.12985685071574643,Bust
Aaron Young,Rutgers,Big Ten,2023,rushing,4574732,RB,16,16,1,94,5.9,aaron young,RB,122884,4574732,HighSchool,2019.0,611.0,Aaron Young,Coatesville,Rutgers,RB,70.0,190.0,3.0,0.877,Coatesville,PA,USA,"{'latitude': 39.9831616, 'longitude': -75.8238355, 'fipsCode': '42029'}",2019.0,5.0,rutgers,rutgers,1,0,146,0.5016233766233766,0.2564935064935065,0.35454545454545455,0.2564935064935065,Depth / Rotation
Abu Sama III,Iowa State,Big 12,2023,rushing,5078005,RB,84,77,6,614,7.3,abu sama iii,RB,111956,5078005,HighSchool,2023.0,712.0,Abu Sama III,Southeast Polk,Iowa State,RB,70.0,180.0,3.0,0.8756,Des Moines,IA,USA,"{'latitude': 41.5910641, 'longitude': -93.6037149, 'fipsCode': '19153'}",2023.0,1.0,iowa state,iowa state,1,0,902,0.5007849293563579,0.9246467817896389,0.7551020408163265,0.9246467817896389,Impact Player
Abu Sama III,Iowa State,Big 12,2024,rushing,5078005,RB,124,77,2,587,4.7,abu sama iii,RB,111956,5078005,HighSchool,2023.0,712.0,Abu Sama III,Southeast Polk,Iowa State,RB,70.0,180.0,3.0,0.8756,Des Moines,IA,USA,"{'latitude': 41.5910641, 'longitude': -93.6037149, 'fipsCode': '19153'}",2023.0,2.0,iowa state,iowa state,1,0,875,0.5006544502617801,0.8154450261780105,0.6895287958115184,0.8154450261780105,Starter
Abu Sama III,Iowa State,Big 12,2025,rushing,5078005,RB,141,44,5,732,5.2,abu sama iii,RB,111956,5078005,HighSchool,2023.0,712.0,Abu Sama III,Southeast Polk,Iowa State,RB,70.0,180.0,3.0,0.8756,Des Moines,IA,USA,"{'latitude': 41.5910641, 'longitude': -93.6037149, 'fipsCode': '19153'}",2023.0,3.0,iowa state,iowa state,1,0,1114,0.5007739938080495,0.8080495356037152,0.6851393188854489,0.8080495356037152,Starter
Adam Mohammed,Washington,Big Ten,2024,rushing,5147861,RB,42,32,0,193,4.6,adam mohammed,RB,110124,,HighSchool,2024.0,1475.0,Adam Mohammed,Apollo,Arizona,RB,72.0,180.0,3.0,0.8539,Glendale,AZ,USA,"{'latitude': 33.5386858, 'longitude': -112.1859941, 'fipsCode': '04013'}",2024.0,1.0,washington,arizona,0,0,277,0.5007849293563579,0.6805337519623234,0.6086342229199372,0.6805337519623234,Starter
Adam Mohammed,Washington,Big Ten,2025,rushing,5147861,RB,106,25,5,523,4.9,adam mohammed,RB,110124,,HighSchool,2024.0,1475.0,Adam Mohammed,Apollo,Arizona,RB,72.0,180.0,3.0,0.8539,Glendale,AZ,USA,"{'latitude': 33.5386858, 'longitude': -112.1859941, 'fipsCode': '04013'}",2024.0,2.0,washington,arizona,0,0,835,0.5006544502617801,0.7977748691099477,0.6789267015706806,0.7977748691099477,Starter
Adrian Cormier,Weber State,Big Sky,2023,rushing,5085613,RB,70,32,1,287,4.1,adrian cormier,RB,255996,5085613,HighSchool,2022.0,,Adrian Cormier,Fort Bend Bush,Weber State,RB,69.0,177.0,,,Richmond,TX,USA,"{'latitude': 29.5821811, 'longitude': -95.7607832, 'fipsCode': '48157'}",2022.0,2.0,weber state,weber state,1,0,447,0.5006544502617801,0.6295811518324608,0.5780104712041885,0.6295811518324608,Starter
Adrian Cormier,Weber State,Big Sky,2024,rushing,5085613,RB,84,23,0,368,4.4,adrian cormier,RB,255996,5085613,HighSchool,2022.0,,Adrian Cormier,Fort Bend Bush,Weber State,RB,69.0,177.0,,,Richmond,TX,USA,"{'latitude': 29.5821811, 'longitude': -95.7607832, 'fipsCode': '48157'}",2022.0,3.0,weber state,weber state,1,0,536,0.5007739938080495,0.5959752321981424,0.5578947368421052,0.5959752321981424,Depth / Rotation
Ahmad Antoine,Prairie View A&M,SWAC,2021,rushing,4578660,RB,2,9,0,8,4.0,ahmad antoine,RB,123650,,HighSchool,2019.0,1403.0,Ahmad Antoine,Edna Karr,Prairie View A&M,RB,69.0,175.0,3.0,0.8417,New Orleans,LA,USA,"{'latitude': 29.9499323, 'longitude': -90.0701156, 'fipsCode': '22071'}",2019.0,3.0,prairie view a&m,prairie view a&m,1,0,12,0.5007739938080495,0.04256965944272446,0.2258513931888545,0.04256965944272446,Bust
Ahmad Antoine,Prairie View A&M,SWAC,2022,rushing,4578660,RB,104,78,6,615,5.9,ahmad antoine,RB,123650,,HighSchool,2019.0,1403.0,Ahmad Antoine,Edna Karr,Prairie View A&M,RB,69.0,175.0,3.0,0.8417,New Orleans,LA,USA,"{'latitude': 29.9499323, 'longitude': -90.0701156, 'fipsCode': '22071'}",2019.0,4.0,prairie view a&m,prairie view a&m,1,0,943,0.5010224948875256,0.7566462167689162,0.65439672801636,0.7566462167689162,Starter
Ahmad Antoine,Prairie View A&M,SWAC,2023,rushing,4578660,RB,113,35,3,548,4.8,ahmad antoine,RB,123650,,HighSchool,2019.0,1403.0,Ahmad Antoine,Edna Karr,Prairie View A&M,RB,69.0,175.0,3.0,0.8417,New Orleans,LA,USA,"{'latitude': 29.9499323, 'longitude': -90.0701156, 'fipsCode': '22071'}",2019.0,5.0,prairie view a&m,prairie view a&m,1,0,834,0.5016233766233766,0.7435064935064936,0.6467532467532467,0.7435064935064936,Starter
Ahmad Hardy,UL Monroe,Sun Belt,2024,rushing,5197065,RB,237,80,13,1352,5.7,ahmad hardy,RB,238029,5197065,HighSchool,2024.0,1919.0,Ahmad Hardy,Lawrence County,UL Monroe,RB,70.0,205.0,3.0,0.84,Monticello,MS,USA,"{'latitude': 31.5536678, 'longitude': -90.1072865, 'fipsCode': '28077'}",2024.0,1.0,ul monroe,ul monroe,1,0,2086,0.5007849293563579,0.9968602825745683,0.7984301412872841,0.9968602825745683,Impact Player
Ahmad Hardy,Missouri,SEC,2025,rushing,5197065,RB,256,72,16,1649,6.4,ahmad hardy,RB,238029,5197065,HighSchool,2024.0,1919.0,Ahmad Hardy,Lawrence County,UL Monroe,RB,70.0,205.0,3.0,0.84,Monticello,MS,USA,"{'latitude': 31.5536678, 'longitude': -90.1072865, 'fipsCode': '28077'}",2024.0,2.0,missouri,ul monroe,0,0,2481,0.5006544502617801,0.9973821989528796,0.7986910994764398,0.9973821989528796,Impact Player
Ahmad Miller,Jackson State,SWAC,2023,rushing,5154420,RB,34,38,1,218,6.4,ahmad miller,RB,256795,5154420,HighSchool,2023.0,,Ahmad Miller,Briarcrest Christian,Jackson State,RB,72.0,200.0,,,Memphis,TN,USA,"{'latitude': 35.1490215, 'longitude': -90.0516285, 'fipsCode': '47157'}",2023.0,1.0,jackson state,jackson state,1,0,306,0.5007849293563579,0.6985871271585558,0.6194662480376767,0.6985871271585558,Starter
Ahmad Miller,Jackson State,SWAC,2024,rushing,5154420,RB,18,30,2,95,5.3,ahmad miller,RB,256795,5154420,HighSchool,2023.0,,Ahmad Miller,Briarcrest Christian,Jackson State,RB,72.0,200.0,,,Memphis,TN,USA,"{'latitude': 35.1490215, 'longitude': -90.0516285, 'fipsCode': '47157'}",2023.0,2.0,jackson state,jackson state,1,0,171,0.5006544502617801,0.39070680628272253,0.4346858638743456,0.39070680628272253,Depth / Rotation
Ahmad Miller,Jackson State,SWAC,2025,rushing,5154420,RB,163,76,5,1035,6.3,ahmad miller,RB,256795,5154420,HighSchool,2023.0,,Ahmad Miller,Briarcrest Christian,Jackson State,RB,72.0,200.0,,,Memphis,TN,USA,"{'latitude': 35.1490215, 'longitude': -90.0516285, 'fipsCode': '47157'}",2023.0,3.0,jackson state,jackson state,1,0,1461,0.5007739938080495,0.891640866873065,0.7352941176470589,0.891640866873065,Impact Player
Ahmani Marshall,Wake Forest,ACC,2020,rushing,4432374,RB,6,8,0,18,3.0,ahmani marshall,RB,119479,4432374,HighSchool,2020.0,1090.0,Ahmani Marshall,East Forsyth,Wake Forest,RB,72.0,205.0,3.0,0.8541,Kernersville,NC,USA,"{'latitude': 36.1198589, 'longitude': -80.0736533, 'fipsCode': '37067'}",2020.0,1.0,wake forest,wake forest,1,0,30,0.5007849293563579,0.20094191522762953,0.32087912087912085,0.20094191522762953,Bust
Ahmani Marshall,Wake Forest,ACC,2021,rushing,4432374,RB,23,16,0,103,4.5,ahmani marshall,RB,119479,4432374,HighSchool,2020.0,1090.0,Ahmani Marshall,East Forsyth,Wake Forest,RB,72.0,205.0,3.0,0.8541,Kernersville,NC,USA,"{'latitude': 36.1198589, 'longitude': -80.0736533, 'fipsCode': '37067'}",2020.0,2.0,wake forest,wake forest,1,0,149,0.5006544502617801,0.35209424083769636,0.41151832460732984,0.35209424083769636,Depth / Rotation
Ahmani Marshall,App State,Sun Belt,2022,rushing,4432374,RB,76,37,4,389,5.1,ahmani marshall,RB,119479,4432374,HighSchool,2020.0,1090.0,Ahmani Marshall,East Forsyth,Wake Forest,RB,72.0,205.0,3.0,0.8541,Kernersville,NC,USA,"{'latitude': 36.1198589, 'longitude': -80.0736533, 'fipsCode': '37067'}",2020.0,3.0,app state,wake forest,0,0,621,0.5007739938080495,0.6346749226006192,0.5811145510835913,0.6346749226006192,Starter
Ahmani Marshall,App State,Sun Belt,2023,rushing,4432374,RB,20,11,2,65,3.3,ahmani marshall,RB,119479,4432374,HighSchool,2020.0,1090.0,Ahmani Marshall,East Forsyth,Wake Forest,RB,72.0,205.0,3.0,0.8541,Kernersville,NC,USA,"{'latitude': 36.1198589, 'longitude': -80.0736533, 'fipsCode': '37067'}",2020.0,4.0,app state,wake forest,0,0,145,0.5010224948875256,0.26789366053169733,0.36114519427402864,0.26789366053169733,Depth / Rotation
Ahmani Marshall,App State,Sun Belt,2024,rushing,4432374,RB,149,29,7,713,4.8,ahmani marshall,RB,119479,4432374,HighSchool,2020.0,1090.0,Ahmani Marshall,East Forsyth,Wake Forest,RB,72.0,205.0,3.0,0.8541,Kernersville,NC,USA,"{'latitude': 36.1198589, 'longitude': -80.0736533, 'fipsCode': '37067'}",2020.0,5.0,app state,wake forest,0,0,1151,0.5016233766233766,0.8701298701298701,0.7227272727272727,0.8701298701298701,Impact Player
Ahmir McGee,Portland State,Big Sky,2022,rushing,4698692,RB,2,3,0,3,1.5,ahmir mcgee,RB,129566,,HighSchool,2018.0,3298.0,Ahmir McGee,West Linn,,RB,71.0,185.0,2.0,0.7597,Portland,OR,USA,"{'latitude': 45.5202471, 'longitude': -122.6741949, 'fipsCode': '41051'}",2018.0,5.0,portland state,,0,0,7,0.5016233766233766,0.017857142857142856,0.21136363636363636,0.017857142857142856,Bust
Ahmir Smith,Northern Illinois,Mid-American,2024,rushing,5194702,RB,3,5,0,4,1.3,ahmir smith,RB,110840,5194702,HighSchool,2024.0,2364.0,Ahmir Smith,Calhoun County,Northern Illinois,RB,69.0,190.0,3.0,0.8256,St. Matthews,SC,USA,"{'latitude': 33.664876, 'longitude': -80.7778681, 'fipsCode': '45017'}",2024.0,1.0,northern illinois,northern illinois,1,0,10,0.5007849293563579,0.08712715855572999,0.2525902668759812,0.08712715855572999,Bust
Aidan Borguet,Harvard,Ivy,2022,rushing,4426745,RB,203,67,10,1170,5.8,aidan borguet,RB,260003,,HighSchool,2019.0,,Aidan Borguet,Delsea Regional,Harvard,RB,69.0,186.0,,,Franklinville,NJ,USA,"{'latitude': 39.6181706, 'longitude': -75.0757308, 'fipsCode': '34015'}",2019.0,4.0,harvard,harvard,1,0,1776,0.5010224948875256,0.9366053169734151,0.7623721881390593,0.9366053169734151,Impact Player
Aidan Robbins,Louisville,ACC,2020,rushing,4430404,RB,5,4,0,10,2.0,aidan robbins,RB,123170,4430404,HighSchool,2019.0,902.0,Aidan Robbins,Dupont Manual,Louisville,RB,74.0,220.0,3.0,0.8622,Louisville,KY,USA,"{'latitude': 38.2542376, 'longitude': -85.759407, 'fipsCode': '21111'}",2019.0,2.0,louisville,louisville,1,0,20,0.5006544502617801,0.08638743455497382,0.2520942408376964,0.08638743455497382,Bust
Aidan Robbins,Louisville,ACC,2021,rushing,4430404,RB,2,34,1,41,20.5,aidan robbins,RB,123170,4430404,HighSchool,2019.0,902.0,Aidan Robbins,Dupont Manual,Louisville,RB,74.0,220.0,3.0,0.8622,Louisville,KY,USA,"{'latitude': 38.2542376, 'longitude': -85.759407, 'fipsCode': '21111'}",2019.0,3.0,louisville,louisville,1,0,65,0.5007739938080495,0.21130030959752322,0.32708978328173377,0.21130030959752322,Bust
Aidan Robbins,UNLV,Mountain West,2022,rushing,4430404,RB,209,66,9,1009,4.8,aidan robbins,RB,123170,4430404,HighSchool,2019.0,902.0,Aidan Robbins,Dupont Manual,Louisville,RB,74.0,220.0,3.0,0.8622,Louisville,KY,USA,"{'latitude': 38.2542376, 'longitude': -85.759407, 'fipsCode': '21111'}",2019.0,4.0,unlv,louisville,0,0,1607,0.5010224948875256,0.9141104294478528,0.7488752556237219,0.9141104294478528,Impact Player
Aidan Robbins,BYU,Big 12,2023,rushing,4430404,RB,101,36,1,485,4.8,aidan robbins,RB,123170,4430404,HighSchool,2019.0,902.0,Aidan Robbins,Dupont Manual,Louisville,RB,74.0,220.0,3.0,0.8622,Louisville,KY,USA,"{'latitude': 38.2542376, 'longitude': -85.759407, 'fipsCode': '21111'}",2019.0,5.0,byu,louisville,0,0,707,0.5016233766233766,0.6493506493506493,0.5902597402597403,0.6493506493506493,Starter
Aiden Calvert,Air Force,Mountain West,2022,rushing,5085138,RB,4,15,1,45,11.3,aiden calvert,RB,121300,,HighSchool,2020.0,2820.0,Aiden Calvert,Mater Dei Catholic,,RB,70.0,180.0,3.0,0.8,Chula Vista,CA,USA,"{'latitude': 32.6400541, 'longitude': -117.0841955, 'fipsCode': '06073'}",2020.0,3.0,air force,,0,0,73,0.5007739938080495,0.22136222910216719,0.3331269349845202,0.22136222910216719,Bust
Aiden Calvert,Air Force,Mountain West,2023,rushing,5085138,RB,24,22,0,181,7.5,aiden calvert,RB,121300,,HighSchool,2020.0,2820.0,Aiden Calvert,Mater Dei Catholic,,RB,70.0,180.0,3.0,0.8,Chula Vista,CA,USA,"{'latitude': 32.6400541, 'longitude': -117.0841955, 'fipsCode': '06073'}",2020.0,4.0,air force,,0,0,229,0.5010224948875256,0.33640081799591004,0.4022494887525563,0.33640081799591004,Depth / Rotation
Aiden Calvert,Air Force,Mountain West,2024,rushing,5085138,RB,18,37,2,91,5.1,aiden calvert,RB,121300,,HighSchool,2020.0,2820.0,Aiden Calvert,Mater Dei Catholic,,RB,70.0,180.0,3.0,0.8,Chula Vista,CA,USA,"{'latitude': 32.6400541, 'longitude': -117.0841955, 'fipsCode': '06073'}",2020.0,5.0,air force,,0,0,167,0.5016233766233766,0.28084415584415584,0.3691558441558441,0.28084415584415584,Depth / Rotation
Ailym Ford,Chattanooga,Southern,2019,rushing,4572719,RB,15,8,0,41,2.7,ailym ford,RB,125010,4572719,HighSchool,2019.0,2812.0,Ailym Ford,West Florence,Chattanooga,RB,68.0,205.0,2.0,0.7933,Florence,SC,USA,"{'latitude': 34.1984435, 'longitude': -79.7671658, 'fipsCode': '45041'}",2019.0,1.0,chattanooga,chattanooga,1,0,71,0.5007849293563579,0.3626373626373626,0.41789638932496076,0.3626373626373626,Depth / Rotation
Ailym Ford,Chattanooga,Southern,2020,rushing,4572719,RB,25,13,0,92,3.7,ailym ford,RB,125010,4572719,HighSchool,2019.0,2812.0,Ailym Ford,West Florence,Chattanooga,RB,68.0,205.0,2.0,0.7933,Florence,SC,USA,"{'latitude': 34.1984435, 'longitude': -79.7671658, 'fipsCode': '45041'}",2019.0,2.0,chattanooga,chattanooga,1,0,142,0.5006544502617801,0.3468586387434555,0.4083769633507854,0.3468586387434555,Depth / Rotation
Ailym Ford,Chattanooga,Southern,2021,rushing,4572719,RB,21,48,0,128,6.1,ailym ford,RB,125010,4572719,HighSchool,2019.0,2812.0,Ailym Ford,West Florence,Chattanooga,RB,68.0,205.0,2.0,0.7933,Florence,SC,USA,"{'latitude': 34.1984435, 'longitude': -79.7671658, 'fipsCode': '45041'}",2019.0,3.0,chattanooga,chattanooga,1,0,170,0.5007739938080495,0.35758513931888547,0.4148606811145511,0.35758513931888547,Depth / Rotation
Ailym Ford,Chattanooga,Southern,2022,rushing,4572719,RB,230,86,12,1190,5.2,ailym ford,RB,125010,4572719,HighSchool,2019.0,2812.0,Ailym Ford,West Florence,Chattanooga,RB,68.0,205.0,2.0,0.7933,Florence,SC,USA,"{'latitude': 34.1984435, 'longitude': -79.7671658, 'fipsCode': '45041'}",2019.0,4.0,chattanooga,chattanooga,1,0,1890,0.5010224948875256,0.950920245398773,0.770961145194274,0.950920245398773,Impact Player
Ailym Ford,Chattanooga,Southern,2023,rushing,4572719,RB,119,21,4,485,4.1,ailym ford,RB,125010,4572719,HighSchool,2019.0,2812.0,Ailym Ford,West Florence,Chattanooga,RB,68.0,205.0,2.0,0.7933,Florence,SC,USA,"{'latitude': 34.1984435, 'longitude': -79.7671658, 'fipsCode': '45041'}",2019.0,5.0,chattanooga,chattanooga,1,0,803,0.5016233766233766,0.7142857142857143,0.6292207792207792,0.7142857142857143,Starter
